70 38 5 0
59 13 0 0
79 40 4 0
53 49 6 0
58 25 5 0
78 22 2 0
100 9 4 0
85 10 1 0
75 40 3 0
35 16 10 0
72 46 0 0
51 11 7 0
65 7 1 0
45 28 0 0
20 14 6 0
60 30 3 0
48 30 7 0
40 12 4 0
97 48 2 0
91 27 3 0
53 22 4 0
52 48 7 0
78 21 5 0
66 9 4 0
48 6 10 0
71 44 6 0
57 24 7 0
62 9 5 0
67 41 7 0
84 32 2 0
85 43 2 0
105 8 10 0
83 46 2 0
36 25 9 0
69 32 3 0
36 39 1 0
52 41 4 0
26 15 0 0
63 45 0 0
71 45 4 0
47 30 5 0
64 5 8 0
69 18 7 0
59 7 4 0
68 5 2 0
51 6 0 0
37 2 0 0
54 9 4 0
59 29 1 0
63 21 7 0
73 46 4 0
32 46 2 0
65 49 4 0
51 46 4 0
21 19 2 0
21 21 2 0
68 11 8 0
87 3 6 0
70 46 2 0
54 13 9 0
80 31 2 0
55 39 7 0
55 28 1 0
59 1 0 0
63 45 3 0
70 16 3 0
15 0 1 0
75 47 1 0
65 15 1 0
63 6 0 0
64 19 5 0
35 8 4 0
81 2 5 0
48 48 6 0
77 5 5 0
53 4 4 0
69 17 6 0
30 21 4 0
52 11 7 0
53 6 2 0
35 47 6 0
45 35 6 0
61 25 3 0
73 30 4 0
60 33 4 0
75 48 7 0
90 13 1 0
60 42 3 0
50 9 2 0
56 30 6 0
31 25 0 0
44 12 10 0
47 9 3 0
60 4 1 0
64 11 8 0
40 3 4 0
67 27 4 0
57 43 7 0
71 23 0 0
75 4 5 0
70 41 4 0
69 26 1 0
35 37 4 0
86 11 1 0
29 14 2 0
76 20 8 0
64 49 1 0
31 15 7 0
53 2 9 0
43 4 2 0
64 35 9 0
38 0 0 0
28 4 5 0
50 7 6 0
94 36 3 0
36 30 6 0
65 33 5 0
50 43 3 0
64 37 0 0
30 23 10 0
98 29 6 0
83 0 2 0
30 17 6 0
71 9 1 0
53 13 6 0
77 41 3 0
51 10 6 0
44 45 2 0
45 35 4 0
60 12 4 0
69 3 0 0
65 21 7 0
52 41 0 0
57 35 5 0
66 47 6 0
47 21 7 0
76 13 2 0
32 27 4 0
43 32 9 0
89 14 6 0
53 0 4 0
55 26 5 0
86 2 1 0
69 24 5 0
74 28 10 0
52 46 8 0
57 8 4 0
71 31 3 0
99 45 3 0
68 25 0 0
