60 38 0 0
49 13 0 0
69 40 0 0
43 49 0 0
48 25 0 0
68 22 0 0
90 9 0 0
75 10 0 0
65 40 0 0
25 16 0 0
62 46 0 0
41 11 0 0
55 7 0 0
35 28 0 0
10 14 0 0
50 30 0 0
38 30 0 0
30 12 0 0
87 48 0 0
81 27 0 0
43 22 0 0
42 48 0 0
68 21 0 0
56 9 0 0
38 6 0 0
61 44 0 0
47 24 0 0
52 9 0 0
57 41 0 0
74 32 0 0
75 43 0 0
95 8 0 0
73 46 0 0
26 25 0 0
59 32 0 0
26 39 0 0
42 41 0 0
16 15 0 0
53 45 0 0
61 45 0 0
37 30 0 0
54 5 0 0
59 18 0 0
49 7 0 0
58 5 0 0
41 6 0 0
27 2 0 0
44 9 0 0
49 29 0 0
53 21 0 0
63 46 0 0
22 46 0 0
55 49 0 0
41 46 0 0
11 19 0 0
11 21 0 0
58 11 0 0
77 3 0 0
60 46 0 0
44 13 0 0
70 31 0 0
45 39 0 0
45 28 0 0
49 1 0 0
53 45 0 0
60 16 0 0
5 0 0 0
65 47 0 0
55 15 0 0
53 6 0 0
54 19 0 0
25 8 0 0
71 2 0 0
38 48 0 0
67 5 0 0
43 4 0 0
59 17 0 0
20 21 0 0
42 11 0 0
43 6 0 0
25 47 0 0
35 35 0 0
51 25 0 0
63 30 0 0
50 33 0 0
65 48 0 0
80 13 0 0
50 42 0 0
40 9 0 0
46 30 0 0
21 25 0 0
34 12 0 0
37 9 0 0
50 4 0 0
54 11 0 0
30 3 0 0
57 27 0 0
47 43 0 0
61 23 0 0
65 4 0 0
60 41 0 0
59 26 0 0
25 37 0 0
76 11 0 0
19 14 0 0
66 20 0 0
54 49 0 0
21 15 0 0
43 2 0 0
33 4 0 0
54 35 0 0
28 0 0 0
18 4 0 0
40 7 0 0
84 36 0 0
26 30 0 0
55 33 0 0
40 43 0 0
54 37 0 0
20 23 0 0
88 29 0 0
73 0 0 0
20 17 0 0
61 9 0 0
43 13 0 0
67 41 0 0
41 10 0 0
34 45 0 0
35 35 0 0
50 12 0 0
59 3 0 0
55 21 0 0
42 41 0 0
47 35 0 0
56 47 0 0
37 21 0 0
66 13 0 0
22 27 0 0
33 32 0 0
79 14 0 0
43 0 0 0
45 26 0 0
76 2 0 0
59 24 0 0
64 28 0 0
42 46 0 0
47 8 0 0
61 31 0 0
89 45 0 0
58 25 0 0
