80 38 8 0
69 13 1 0
89 40 7 0
63 49 9 0
68 25 8 0
88 22 5 0
110 9 7 0
95 10 4 0
85 40 6 0
45 16 13 0
82 46 1 0
61 11 10 0
75 7 4 0
55 28 3 0
30 14 9 0
70 30 6 0
58 30 10 0
50 12 7 0
107 48 5 0
101 27 6 0
63 22 7 0
62 48 10 0
88 21 8 0
76 9 7 0
58 6 13 0
81 44 9 0
67 24 10 0
72 9 8 0
77 41 10 0
94 32 5 0
95 43 5 0
115 8 13 0
93 46 5 0
46 25 12 0
79 32 6 0
46 39 4 0
62 41 7 0
36 15 3 0
73 45 3 0
81 45 7 0
57 30 8 0
74 5 11 0
79 18 10 0
69 7 7 0
78 5 5 0
61 6 3 0
47 2 2 0
64 9 7 0
69 29 4 0
73 21 10 0
83 46 7 0
42 46 5 0
75 49 7 0
61 46 7 0
31 19 5 0
31 21 5 0
78 11 11 0
97 3 9 0
80 46 5 0
64 13 12 0
90 31 5 0
65 39 10 0
65 28 4 0
69 1 0 0
73 45 6 0
80 16 6 0
25 0 4 0
85 47 4 0
75 15 4 0
73 6 2 0
74 19 8 0
45 8 7 0
91 2 8 0
58 48 9 0
87 5 8 0
63 4 7 0
79 17 9 0
40 21 7 0
62 11 10 0
63 6 5 0
45 47 9 0
55 35 9 0
71 25 6 0
83 30 7 0
70 33 7 0
85 48 10 0
100 13 4 0
70 42 6 0
60 9 5 0
66 30 9 0
41 25 3 0
54 12 13 0
57 9 6 0
70 4 4 0
74 11 11 0
50 3 7 0
77 27 7 0
67 43 10 0
81 23 2 0
85 4 8 0
80 41 7 0
79 26 4 0
45 37 7 0
96 11 4 0
39 14 5 0
86 20 11 0
74 49 4 0
41 15 10 0
63 2 12 0
53 4 5 0
74 35 12 0
48 0 1 0
38 4 8 0
60 7 9 0
104 36 6 0
46 30 9 0
75 33 8 0
60 43 6 0
74 37 2 0
40 23 13 0
108 29 9 0
93 0 5 0
40 17 9 0
81 9 4 0
63 13 9 0
87 41 6 0
61 10 9 0
54 45 5 0
55 35 7 0
70 12 7 0
79 3 1 0
75 21 10 0
62 41 3 0
67 35 8 0
76 47 9 0
57 21 10 0
86 13 5 0
42 27 7 0
53 32 12 0
99 14 9 0
63 0 7 0
65 26 8 0
96 2 4 0
79 24 8 0
84 28 13 0
62 46 11 0
67 8 7 0
81 31 6 0
109 45 6 0
78 25 0 0
