50 38 5 13
39 13 0 54
59 40 4 48
33 49 6 3
38 25 5 5
58 22 2 0
80 9 4 19
65 10 1 22
55 40 3 18
15 16 10 19
52 46 0 34
31 11 7 14
45 7 1 23
25 28 0 0
0 14 6 6
40 30 3 7
28 30 7 15
20 12 4 33
77 48 2 2
71 27 3 0
33 22 4 2
32 48 7 19
58 21 5 14
46 9 4 0
28 6 10 35
51 44 6 0
37 24 7 0
42 9 5 30
47 41 7 0
64 32 2 12
65 43 2 12
85 8 10 0
63 46 2 0
16 25 9 0
49 32 3 10
16 39 1 4
32 41 4 8
6 15 0 0
43 45 0 0
51 45 4 9
27 30 5 0
44 5 8 16
49 18 7 0
39 7 4 23
48 5 2 23
31 6 0 21
17 2 0 0
34 9 4 0
39 29 1 47
43 21 7 35
53 46 4 0
12 46 2 32
45 49 4 24
31 46 4 14
1 19 2 27
1 21 2 11
48 11 8 3
67 3 6 0
50 46 2 15
34 13 9 26
60 31 2 14
35 39 7 5
35 28 1 7
39 1 0 6
43 45 3 15
50 16 3 46
0 0 1 0
55 47 1 2
45 15 1 0
43 6 0 35
44 19 5 0
15 8 4 0
61 2 5 21
28 48 6 9
57 5 5 35
33 4 4 18
49 17 6 0
10 21 4 36
32 11 7 11
33 6 2 5
15 47 6 11
25 35 6 8
41 25 3 0
53 30 4 14
40 33 4 0
55 48 7 4
70 13 1 0
40 42 3 38
30 9 2 26
36 30 6 0
11 25 0 13
24 12 10 24
27 9 3 8
40 4 1 62
44 11 8 17
20 3 4 10
47 27 4 0
37 43 7 4
51 23 0 0
55 4 5 17
50 41 4 2
49 26 1 0
15 37 4 9
66 11 1 1
9 14 2 23
56 20 8 0
44 49 1 32
11 15 7 0
33 2 9 11
23 4 2 0
44 35 9 0
18 0 0 0
8 4 5 4
30 7 6 3
74 36 3 23
16 30 6 27
45 33 5 17
30 43 3 6
44 37 0 27
10 23 10 34
78 29 6 0
63 0 2 0
10 17 6 1
51 9 1 0
33 13 6 16
57 41 3 28
31 10 6 12
24 45 2 0
25 35 4 18
40 12 4 6
49 3 0 22
45 21 7 39
32 41 0 15
37 35 5 0
46 47 6 17
27 21 7 44
56 13 2 7
12 27 4 9
23 32 9 28
69 14 6 0
33 0 4 23
35 26 5 0
66 2 1 47
49 24 5 0
54 28 10 1
32 46 8 19
37 8 4 0
51 31 3 28
79 45 3 0
48 25 0 56
