50 38 5 23
39 13 0 64
59 40 4 58
33 49 6 13
38 25 5 15
58 22 2 7
80 9 4 29
65 10 1 32
55 40 3 28
15 16 10 29
52 46 0 44
31 11 7 24
45 7 1 33
25 28 0 0
0 14 6 16
40 30 3 17
28 30 7 25
20 12 4 43
77 48 2 12
71 27 3 0
33 22 4 12
32 48 7 29
58 21 5 24
46 9 4 0
28 6 10 45
51 44 6 0
37 24 7 6
42 9 5 40
47 41 7 10
64 32 2 22
65 43 2 22
85 8 10 4
63 46 2 1
16 25 9 2
49 32 3 20
16 39 1 14
32 41 4 18
6 15 0 3
43 45 0 0
51 45 4 19
27 30 5 6
44 5 8 26
49 18 7 3
39 7 4 33
48 5 2 33
31 6 0 31
17 2 0 0
34 9 4 4
39 29 1 57
43 21 7 45
53 46 4 7
12 46 2 42
45 49 4 34
31 46 4 24
1 19 2 37
1 21 2 21
48 11 8 13
67 3 6 0
50 46 2 25
34 13 9 36
60 31 2 24
35 39 7 15
35 28 1 17
39 1 0 16
43 45 3 25
50 16 3 56
0 0 1 0
55 47 1 12
45 15 1 6
43 6 0 45
44 19 5 0
15 8 4 8
61 2 5 31
28 48 6 19
57 5 5 45
33 4 4 28
49 17 6 9
10 21 4 46
32 11 7 21
33 6 2 15
15 47 6 21
25 35 6 18
41 25 3 0
53 30 4 24
40 33 4 6
55 48 7 14
70 13 1 0
40 42 3 48
30 9 2 36
36 30 6 7
11 25 0 23
24 12 10 34
27 9 3 18
40 4 1 72
44 11 8 27
20 3 4 20
47 27 4 8
37 43 7 14
51 23 0 0
55 4 5 27
50 41 4 12
49 26 1 1
15 37 4 19
66 11 1 11
9 14 2 33
56 20 8 3
44 49 1 42
11 15 7 0
33 2 9 21
23 4 2 10
44 35 9 5
18 0 0 0
8 4 5 14
30 7 6 13
74 36 3 33
16 30 6 37
45 33 5 27
30 43 3 16
44 37 0 37
10 23 10 44
78 29 6 0
63 0 2 0
10 17 6 11
51 9 1 8
33 13 6 26
57 41 3 38
31 10 6 22
24 45 2 4
25 35 4 28
40 12 4 16
49 3 0 32
45 21 7 49
32 41 0 25
37 35 5 2
46 47 6 27
27 21 7 54
56 13 2 17
12 27 4 19
23 32 9 38
69 14 6 0
33 0 4 33
35 26 5 9
66 2 1 57
49 24 5 0
54 28 10 11
32 46 8 29
37 8 4 8
51 31 3 38
79 45 3 0
48 25 0 66
