80 38 3 0
69 13 0 0
89 40 2 0
63 49 4 0
68 25 3 0
88 22 0 0
110 9 2 0
95 10 0 0
85 40 1 0
45 16 8 0
82 46 0 0
61 11 5 0
75 7 0 0
55 28 0 0
30 14 4 0
70 30 1 0
58 30 5 0
50 12 2 0
107 48 0 0
101 27 1 0
63 22 2 0
62 48 5 0
88 21 3 0
76 9 2 0
58 6 8 0
81 44 4 0
67 24 5 0
72 9 3 0
77 41 5 0
94 32 0 0
95 43 0 0
115 8 8 0
93 46 0 0
46 25 7 0
79 32 1 0
46 39 0 0
62 41 2 0
36 15 0 0
73 45 0 0
81 45 2 0
57 30 3 0
74 5 6 0
79 18 5 0
69 7 2 0
78 5 0 0
61 6 0 0
47 2 0 0
64 9 2 0
69 29 0 0
73 21 5 0
83 46 2 0
42 46 0 0
75 49 2 0
61 46 2 0
31 19 0 0
31 21 0 0
78 11 6 0
97 3 4 0
80 46 0 0
64 13 7 0
90 31 0 0
65 39 5 0
65 28 0 0
69 1 0 0
73 45 1 0
80 16 1 0
25 0 0 0
85 47 0 0
75 15 0 0
73 6 0 0
74 19 3 0
45 8 2 0
91 2 3 0
58 48 4 0
87 5 3 0
63 4 2 0
79 17 4 0
40 21 2 0
62 11 5 0
63 6 0 0
45 47 4 0
55 35 4 0
71 25 1 0
83 30 2 0
70 33 2 0
85 48 5 0
100 13 0 0
70 42 1 0
60 9 0 0
66 30 4 0
41 25 0 0
54 12 8 0
57 9 1 0
70 4 0 0
74 11 6 0
50 3 2 0
77 27 2 0
67 43 5 0
81 23 0 0
85 4 3 0
80 41 2 0
79 26 0 0
45 37 2 0
96 11 0 0
39 14 0 0
86 20 6 0
74 49 0 0
41 15 5 0
63 2 7 0
53 4 0 0
74 35 7 0
48 0 0 0
38 4 3 0
60 7 4 0
104 36 1 0
46 30 4 0
75 33 3 0
60 43 1 0
74 37 0 0
40 23 8 0
108 29 4 0
93 0 0 0
40 17 4 0
81 9 0 0
63 13 4 0
87 41 1 0
61 10 4 0
54 45 0 0
55 35 2 0
70 12 2 0
79 3 0 0
75 21 5 0
62 41 0 0
67 35 3 0
76 47 4 0
57 21 5 0
86 13 0 0
42 27 2 0
53 32 7 0
99 14 4 0
63 0 2 0
65 26 3 0
96 2 0 0
79 24 3 0
84 28 8 0
62 46 6 0
67 8 2 0
81 31 1 0
109 45 1 0
78 25 0 0
