90 38 0 0
79 13 0 0
99 40 0 0
73 49 0 0
78 25 0 0
98 22 0 0
120 9 0 0
105 10 0 0
95 40 0 0
55 16 0 0
92 46 0 0
71 11 0 0
85 7 0 0
65 28 0 0
40 14 0 0
80 30 0 0
68 30 0 0
60 12 0 0
117 48 0 0
111 27 0 0
73 22 0 0
72 48 0 0
98 21 0 0
86 9 0 0
68 6 0 0
91 44 0 0
77 24 0 0
82 9 0 0
87 41 0 0
104 32 0 0
105 43 0 0
125 8 0 0
103 46 0 0
56 25 0 0
89 32 0 0
56 39 0 0
72 41 0 0
46 15 0 0
83 45 0 0
91 45 0 0
67 30 0 0
84 5 0 0
89 18 0 0
79 7 0 0
88 5 0 0
71 6 0 0
57 2 0 0
74 9 0 0
79 29 0 0
83 21 0 0
93 46 0 0
53 46 0 0
85 49 0 0
71 46 0 0
41 19 0 0
41 21 0 0
88 11 0 0
107 3 0 0
90 46 0 0
74 13 0 0
99 31 0 0
75 39 0 0
75 28 0 0
79 1 0 0
83 45 0 0
90 16 0 0
35 0 0 0
95 47 0 0
85 15 0 0
83 6 0 0
84 19 0 0
55 8 0 0
101 2 0 0
68 48 0 0
97 5 0 0
73 4 0 0
89 17 0 0
50 21 0 0
72 11 0 0
73 6 0 0
56 47 0 0
65 35 0 0
81 25 0 0
93 30 0 0
80 33 0 0
95 48 0 0
110 13 0 0
80 42 0 0
70 9 0 0
76 30 0 0
51 25 0 0
64 12 0 0
67 9 0 0
80 4 0 0
84 11 0 0
60 3 0 0
87 27 0 0
77 43 0 0
91 23 0 0
95 4 0 0
90 41 0 0
89 26 0 0
55 37 0 0
106 11 0 0
49 14 0 0
96 20 0 0
84 49 0 0
51 15 0 0
73 2 0 0
63 4 0 0
84 35 0 0
58 0 0 0
48 4 0 0
70 7 0 0
114 36 0 0
56 30 0 0
85 33 0 0
70 43 0 0
84 37 0 0
50 23 0 0
118 29 0 0
103 0 0 0
50 17 0 0
91 9 0 0
73 13 0 0
97 41 0 0
71 10 0 0
64 45 0 0
65 35 0 0
80 12 0 0
89 3 0 0
85 21 0 0
72 41 0 0
77 35 0 0
86 47 0 0
67 21 0 0
96 13 0 0
52 27 0 0
63 32 0 0
109 14 0 0
73 0 0 0
75 26 0 0
106 2 0 0
89 24 0 0
94 28 0 0
72 46 0 0
77 8 0 0
91 31 0 0
119 45 0 0
88 25 0 0
