Round Robin,,
"PID","Burst","Priority","Arrival","Start","Finish","Wait","Response","Turnaround"
1201,30,0,0,38,38,82,15,0,45
1202,19,0,0,51,53,86,17,2,36
1203,39,0,0,91,91,129,0,0,39
1204,13,0,0,140,140,152,0,0,13
1205,18,0,0,165,165,182,0,0,18
1206,38,0,0,187,187,290,66,0,104
1207,60,0,0,196,197,417,162,1,222
1208,45,0,0,206,212,375,125,6,170
1209,35,0,0,246,257,400,120,11,155
1210,1,0,0,262,277,277,15,15,16
1211,32,0,0,308,321,463,124,13,156
1212,11,0,0,319,336,402,73,17,84
1213,25,0,0,326,346,447,97,20,122
1214,5,0,0,354,381,385,27,27,32
1215,1,0,0,368,401,401,33,33,34
1216,20,0,0,398,418,468,51,20,71
1217,8,0,0,428,438,461,26,10,34
1218,1,0,0,440,458,458,18,18,19
1219,57,0,0,488,488,587,43,0,100
1220,51,0,0,515,518,650,85,3,136
1221,13,0,0,537,543,575,26,6,39
1222,12,0,0,585,588,609,13,3,25
1223,38,0,0,606,610,722,79,4,117
1224,26,0,0,615,620,694,54,5,80
1225,8,0,0,621,635,653,25,14,33
1226,31,0,0,665,674,770,75,9,106
1227,17,0,0,689,695,749,44,6,61
1228,22,0,0,698,710,772,53,12,75
1229,27,0,0,739,750,804,39,11,66
1230,44,0,0,771,778,868,54,7,98
1231,45,0,0,814,815,934,76,1,121
1232,65,0,0,822,830,1022,136,8,201
1233,43,0,0,868,879,1008,98,11,141
1234,1,0,0,893,904,904,11,11,12
1235,29,0,0,925,935,1012,59,10,88
1236,1,0,0,964,975,975,11,11,12
1237,12,0,0,1005,1013,1030,14,8,26
1238,1,0,0,1020,1028,1028,8,8,9
1239,23,0,0,1065,1065,1087,0,0,23
1240,31,0,0,1110,1110,1145,5,0,36
1241,7,0,0,1140,1140,1152,6,0,13
1242,24,0,0,1145,1146,1186,18,1,42
1243,29,0,0,1163,1163,1280,89,0,118
1244,19,0,0,1170,1178,1257,69,8,88
1245,28,0,0,1175,1187,1308,106,12,134
1246,11,0,0,1181,1197,1253,62,16,73
1247,1,0,0,1183,1202,1202,19,19,20
1248,14,0,0,1192,1208,1261,56,16,70
1249,19,0,0,1221,1243,1312,73,22,92
1250,23,0,0,1242,1262,1325,61,20,84
1251,33,0,0,1288,1301,1349,29,13,62
1252,1,0,0,1334,1336,1336,2,2,3
1253,25,0,0,1383,1383,1407,0,0,25
1254,11,0,0,1429,1429,1439,0,0,11
1255,1,0,0,1448,1448,1448,0,0,1
1256,1,0,0,1469,1469,1469,0,0,1
1257,28,0,0,1480,1480,1532,25,0,53
1258,47,0,0,1483,1485,1603,74,2,121
1259,30,0,0,1529,1533,1608,50,4,80
1260,14,0,0,1542,1548,1581,26,6,40
1261,40,0,0,1573,1582,1673,61,9,101
1262,15,0,0,1612,1614,1638,12,2,27
1263,15,0,0,1640,1644,1678,24,4,39
1264,19,0,0,1641,1649,1687,28,8,47
1265,23,0,0,1686,1688,1721,13,2,36
1266,30,0,0,1702,1703,1741,10,1,40
1267,1,0,0,1702,1708,1708,6,6,7
1268,35,0,0,1749,1749,1834,51,0,86
1269,25,0,0,1764,1764,1839,51,0,76
1270,23,0,0,1770,1779,1867,75,9,98
1271,24,0,0,1789,1799,1904,92,10,116
1272,1,0,0,1797,1814,1814,17,17,18
1273,41,0,0,1799,1815,2000,161,16,202
1274,8,0,0,1847,1860,1890,36,13,44
1275,37,0,0,1852,1868,2016,128,16,165
1276,13,0,0,1856,1878,1933,65,22,78
1277,29,0,0,1873,1891,2009,108,18,137
1278,1,0,0,1894,1915,1915,21,21,22
1279,12,0,0,1905,1926,1981,65,21,77
1280,13,0,0,1911,1934,1984,61,23,74
1281,1,0,0,1958,1979,1979,21,21,22
1282,5,0,0,1993,2001,2005,8,8,13
