50 38 5 0
39 13 0 0
59 40 4 0
33 49 6 0
38 25 5 0
58 22 2 0
80 9 4 0
65 10 1 0
55 40 3 0
15 16 10 0
52 46 0 0
31 11 7 0
45 7 1 0
25 28 0 0
0 14 6 0
40 30 3 0
28 30 7 0
20 12 4 0
77 48 2 0
71 27 3 0
33 22 4 0
32 48 7 0
58 21 5 0
46 9 4 0
28 6 10 0
51 44 6 0
37 24 7 0
42 9 5 0
47 41 7 0
64 32 2 0
65 43 2 0
85 8 10 0
63 46 2 0
16 25 9 0
49 32 3 0
16 39 1 0
32 41 4 0
6 15 0 0
43 45 0 0
51 45 4 0
27 30 5 0
44 5 8 0
49 18 7 0
39 7 4 0
48 5 2 0
31 6 0 0
17 2 0 0
34 9 4 0
39 29 1 0
43 21 7 0
53 46 4 0
12 46 2 0
45 49 4 0
31 46 4 0
1 19 2 0
1 21 2 0
48 11 8 0
67 3 6 0
50 46 2 0
34 13 9 0
60 31 2 0
35 39 7 0
35 28 1 0
39 1 0 0
43 45 3 0
50 16 3 0
0 0 1 0
55 47 1 0
45 15 1 0
43 6 0 0
44 19 5 0
15 8 4 0
61 2 5 0
28 48 6 0
57 5 5 0
33 4 4 0
49 17 6 0
10 21 4 0
32 11 7 0
33 6 2 0
15 47 6 0
25 35 6 0
41 25 3 0
53 30 4 0
40 33 4 0
55 48 7 0
70 13 1 0
40 42 3 0
30 9 2 0
36 30 6 0
11 25 0 0
24 12 10 0
27 9 3 0
40 4 1 0
44 11 8 0
20 3 4 0
47 27 4 0
37 43 7 0
51 23 0 0
55 4 5 0
50 41 4 0
49 26 1 0
15 37 4 0
66 11 1 0
9 14 2 0
56 20 8 0
44 49 1 0
11 15 7 0
33 2 9 0
23 4 2 0
44 35 9 0
18 0 0 0
8 4 5 0
30 7 6 0
74 36 3 0
16 30 6 0
45 33 5 0
30 43 3 0
44 37 0 0
10 23 10 0
78 29 6 0
63 0 2 0
10 17 6 0
51 9 1 0
33 13 6 0
57 41 3 0
31 10 6 0
24 45 2 0
25 35 4 0
40 12 4 0
49 3 0 0
45 21 7 0
32 41 0 0
37 35 5 0
46 47 6 0
27 21 7 0
56 13 2 0
12 27 4 0
23 32 9 0
69 14 6 0
33 0 4 0
35 26 5 0
66 2 1 0
49 24 5 0
54 28 10 0
32 46 8 0
37 8 4 0
51 31 3 0
79 45 3 0
48 25 0 0
