30 38 0 0
19 13 0 0
39 40 0 0
13 49 0 0
18 25 0 0
38 22 0 0
60 9 0 0
45 10 0 0
35 40 0 0
0 16 0 0
32 46 0 0
11 11 0 0
25 7 0 0
5 28 0 0
0 14 0 0
20 30 0 0
8 30 0 0
0 12 0 0
57 48 0 0
51 27 0 0
13 22 0 0
12 48 0 0
38 21 0 0
26 9 0 0
8 6 0 0
31 44 0 0
17 24 0 0
22 9 0 0
27 41 0 0
44 32 0 0
45 43 0 0
65 8 0 0
43 46 0 0
0 25 0 0
29 32 0 0
0 39 0 0
12 41 0 0
0 15 0 0
23 45 0 0
31 45 0 0
7 30 0 0
24 5 0 0
29 18 0 0
19 7 0 0
28 5 0 0
11 6 0 0
0 2 0 0
14 9 0 0
19 29 0 0
23 21 0 0
33 46 0 0
0 46 0 0
25 49 0 0
11 46 0 0
0 19 0 0
0 21 0 0
28 11 0 0
47 3 0 0
30 46 0 0
14 13 0 0
39 31 0 0
15 39 0 0
15 28 0 0
19 1 0 0
23 45 0 0
30 16 0 0
0 0 0 0
35 47 0 0
25 15 0 0
23 6 0 0
24 19 0 0
0 8 0 0
41 2 0 0
8 48 0 0
37 5 0 0
13 4 0 0
29 17 0 0
0 21 0 0
12 11 0 0
13 6 0 0
0 47 0 0
5 35 0 0
21 25 0 0
33 30 0 0
20 33 0 0
35 48 0 0
50 13 0 0
20 42 0 0
10 9 0 0
16 30 0 0
0 25 0 0
4 12 0 0
7 9 0 0
20 4 0 0
24 11 0 0
0 3 0 0
27 27 0 0
17 43 0 0
31 23 0 0
35 4 0 0
30 41 0 0
29 26 0 0
0 37 0 0
46 11 0 0
0 14 0 0
36 20 0 0
24 49 0 0
0 15 0 0
13 2 0 0
3 4 0 0
24 35 0 0
0 0 0 0
0 4 0 0
10 7 0 0
54 36 0 0
0 30 0 0
25 33 0 0
10 43 0 0
24 37 0 0
0 23 0 0
58 29 0 0
43 0 0 0
0 17 0 0
31 9 0 0
13 13 0 0
37 41 0 0
11 10 0 0
4 45 0 0
5 35 0 0
20 12 0 0
29 3 0 0
25 21 0 0
12 41 0 0
17 35 0 0
26 47 0 0
7 21 0 0
36 13 0 0
0 27 0 0
3 32 0 0
49 14 0 0
13 0 0 0
15 26 0 0
46 2 0 0
29 24 0 0
34 28 0 0
12 46 0 0
17 8 0 0
31 31 0 0
59 45 0 0
28 25 0 0
